-0.454765	-1.252873
-0.012942	0.610940
1.125115	-0.940623
-0.925728	-1.010450
0.754561	0.419249
-0.296903	-0.554985
-1.309167	0.314474
-0.385304	0.457565
1.456069	0.953732
-2.344436	0.237790
0.120063	0.527573
0.858463	-0.146852
0.322678	0.138438
-0.472911	1.311570
1.917973	1.645041
1.059990	-0.137200
-0.075227	0.405921
-0.871308	1.691342
0.007625	-1.584785
-1.414591	-0.038341
1.231535	0.277330
0.973380	0.560934
0.985290	-0.324314
1.270066	0.778245
0.466765	-1.302843
1.717549	-0.389261
0.760370	-0.178232
0.479325	0.558651
0.412116	-0.875164
0.777737	1.333781
0.658265	1.216994
0.791957	0.709569
1.904693	0.382691
-0.670015	-0.442720
0.677192	0.079817
0.131790	-1.338311
0.647648	0.201720
-0.063115	-0.771291
1.042224	1.726729
-0.323281	-0.999700
0.272265	-1.779912
-0.500380	-0.208922
0.545100	0.526952
-1.202205	0.210818
-0.453511	0.520220
0.879051	1.226490
-1.403223	0.732464
-0.043864	1.606705
0.503907	0.984786
0.384921	0.882594
-0.051599	1.773287
0.840329	2.172964
0.213797	1.389629
-0.813012	0.731327
0.934146	-0.254181
-1.186554	1.002265
-0.481960	-0.115064
1.205809	1.075696
-0.032621	2.126140
0.561009	-0.088501
-0.029965	-2.113527
1.347553	0.019464
0.864935	-0.071614
1.284301	2.399872
-1.145644	0.734929
-1.346080	0.390716
0.426376	-0.009973
-0.664628	-0.887039
0.730042	-0.234847
-0.338436	-0.733231
0.153038	-1.165504
-0.784797	1.822388
-0.630973	0.400125
-0.288336	0.106340
-0.411123	1.151296
0.602445	1.038495
0.413376	-0.427029
-0.268688	0.430041
1.663080	-0.196359
-0.427406	-1.308839
0.716357	-0.852229
-0.627207	-0.181238
2.118390	-1.156046
-1.942804	0.590078
-1.342430	0.100786
1.806047	-1.783125
0.521161	-0.057998
0.675453	1.154694
0.154354	0.431201
1.150386	-0.451789
-0.876308	0.885542
1.097734	0.543568
-0.250023	-0.616765
0.238015	0.653671
1.572393	1.574901
-0.249850	0.859781
0.052105	-0.783925
0.340271	0.431071
1.169456	-1.866405
0.806851	-0.279412
0.510141	-0.157258
-0.711265	-0.322171
1.027486	-0.230076
1.148397	2.050344
0.286227	0.791753
-1.460260	1.562980
-0.611559	0.700357
0.181132	0.900649
-1.832257	-0.228161
-0.359727	-0.502719
2.114092	-0.851553
-0.521640	-0.843020
-0.112337	0.227191
0.107057	0.041482
0.242701	-1.090691
-0.584069	-1.704099
2.626266	-0.844753
1.807219	-0.751994
-0.903221	-1.338112
1.429539	-1.366258
1.121446	0.517791
-0.097498	0.815129
-0.038824	-0.733056
-1.062549	-1.169573
0.292519	-2.532623
0.339960	0.585367
-1.780023	0.538642
0.678606	0.532270
0.063584	-0.272165
-0.554498	0.499802
-1.583614	-1.928530
-0.273726	-0.979840
-0.195185	-1.535073
0.707432	0.022417
0.286359	0.389829
1.346884	-1.214485
0.816530	0.323854
0.165111	0.287973
1.016840	0.205314
1.089239	1.433776
-0.248979	1.043513
-1.176972	2.673691
0.433324	1.252169
-1.100510	-1.639047
-0.352309	-0.559809
0.870628	-0.605067
0.086429	-0.045389
-0.862998	0.449195
-0.073368	1.771493
1.202844	-0.596979
0.494690	1.176053
-0.546354	-0.157763
-0.145356	1.802112
1.155700	-0.678986
1.562955	1.126267
0.798483	-0.322856
-0.117937	-0.148698
1.025295	-0.253345
-0.694639	1.065921
1.079058	-0.628518
-0.720420	-1.112740
-1.712105	-0.794740
0.408487	-1.264584
-1.987813	0.576015
0.342574	-0.249050
0.400689	0.340775
0.830727	-0.420754
0.694817	-0.141754
0.015737	0.071246
-0.763497	-0.577944
0.735900	0.112355
2.370420	-2.048331
0.008669	-2.110510
0.006644	1.207247
-1.336268	2.002146
-1.127190	1.294473
1.071764	0.914757
-0.427156	1.064119
0.813704	0.428804
-0.288933	0.259897
0.650640	-1.112498
-1.901527	0.195111
-0.204716	-0.019251
-0.380558	1.663897
0.807389	0.986933
-1.239104	-0.959166
0.760191	-1.175672
-0.764288	-0.045663
-0.733449	-0.888052
0.705495	-0.026728
2.399365	0.048499
0.882180	1.239541
-2.242785	1.078260
-0.612723	-1.004191
0.893150	0.259636
0.349177	-1.198181
1.295768	-0.135843
-0.741865	1.518457
0.316285	-0.704917
-0.176479	0.129308
1.640019	1.100712
0.147512	-0.006097
-0.049218	-0.792453
0.290747	0.147669
0.579605	0.763834
0.444910	0.196917
1.323715	0.481020
-0.406220	-0.403171
1.169433	-0.010180
